District,Date(D_M_YYYY),Time(Hour_of_a_day),Temperature(Celsius),Humidity(Percentage),WindSpeed(KM/H),Precipitation(Millimeters),AtmosphericPressure(Millibars),PM10(ug/m3),NO2(ug/m3),SO2(ug/m3),CO(ug/m3),O3(ug/m3),AQI(Index/Level),PM2_5(ug/m3)
Bang Kapi,4/2/2025,17:00,34.1,28,7.9,0,1007,78.1,44.55,25.75,1281.74,105.86,4,55.68
Bang Kapi,4/2/2025,18:00,33.3,29,7.2,0,1008,79.71,52.09,28.37,1401.9,87.26,4,54.3
Bang Kapi,4/2/2025,19:00,31.9,34,7.2,0,1008,79.86,52.78,30.52,1388.55,75.1,4,53.56
Bang Kapi,4/2/2025,20:00,30.3,41,11.5,0,1009,126.43,94.59,55.31,2162.93,28.61,4,74.03
Bang Kapi,4/2/2025,21:00,29.1,47,10.8,0,1010,183.85,116.53,80.11,3097.53,0.25,5,100.67
Bang Kapi,4/2/2025,22:00,28.6,49,10.8,0,1010,223.08,119.27,94.41,3791.81,0,5,122.24
Bang Kapi,4/2/2025,23:00,28.2,53,10.8,0,1010,254.37,131.61,102.04,4486.08,0,5,140.58
Bang Kapi,3/2/2025,0:00,26.4,65,14.8,0,1008,153.27,74.03,60.56,3257.75,0,5,110.73
Bang Kapi,3/2/2025,1:00,26.1,68,13.7,0,1008,145.27,67.86,64.85,2830.51,0,5,102.36
Bang Kapi,3/2/2025,2:00,25.8,70,13.7,0,1008,144.51,65.8,75.34,2483.37,0,5,98.73
Bang Kapi,3/2/2025,3:00,25.6,74,12.6,0,1007,147.49,64.43,76.29,2376.56,0,5,97.94
Bang Kapi,3/2/2025,4:00,25.4,75,11.2,0,1007,152.71,63.06,74.39,2323.15,0,5,97.63
Bang Kapi,3/2/2025,5:00,25.2,76,10.4,0,1008,156.59,62.38,68.66,2296.45,0,5,96.26
Bang Kapi,3/2/2025,6:00,25.1,77,11.2,0,1008,166.52,63.06,66.76,2510.07,0,5,100.19
Bang Kapi,3/2/2025,7:00,25,77,11.9,0,1009,188.18,63.75,69.62,3364.56,0,5,114.5
Bang Kapi,3/2/2025,8:00,26.3,71,14.8,0,1010,205.45,63.06,69.62,4539.49,0.37,5,121.04
Bang Kapi,3/2/2025,9:00,28.2,61,15.5,0,1011,236.05,70.6,84.88,5287.17,2.91,5,127.62
Bang Kapi,3/2/2025,10:00,29.9,54,14.4,0,1012,280.48,115.16,120.16,5554.2,11,5,147.83
Bang Kapi,3/2/2025,11:00,31.3,47,14.8,0,1011,203.43,108.3,81.06,2803.8,104.43,5,130.18
Bang Kapi,3/2/2025,12:00,32,43,15.5,0,1010,209.39,71.97,66.76,2216.34,228.88,5,154.16
Bang Kapi,3/2/2025,13:00,33.2,37,13.3,0,1009,223.14,50.04,61.04,2056.12,320.43,5,170.04
Bang Kapi,3/2/2025,14:00,34.2,32,12.6,0,1007,223.53,47.98,61.99,2082.82,357.63,5,173.89
Bang Kapi,3/2/2025,15:00,34.6,30,13.3,0,1006,223.11,53.47,63.9,2162.93,351.91,5,172.07
Bang Kapi,3/2/2025,16:00,34.4,30,13,0,1006,202.44,57.58,60.56,2109.53,311.85,5,149.48
Bang Kapi,3/2/2025,17:00,33.7,32,13.3,0,1006,232.53,131.61,97.27,3337.86,208.85,5,161.05
Bang Kapi,3/2/2025,18:00,31.9,37,15.1,0,1007,290.72,249.51,150.68,5447.39,63.66,5,195.39
Bang Kapi,3/2/2025,19:00,29.8,46,15.1,0,1007,311.84,279.66,179.29,6835.94,0.18,5,208.64
Bang Kapi,3/2/2025,20:00,29,51,14.8,0,1008,315.84,241.28,186.92,7370,0,5,210.48
Bang Kapi,3/2/2025,21:00,28.4,54,15.5,0,1009,311.21,194.67,181.2,7476.81,0,5,207.53
Bang Kapi,3/2/2025,22:00,27.8,58,16.6,0,1010,294.5,156.28,164.03,7049.56,0,5,199.14
Bang Kapi,3/2/2025,23:00,27.3,62,16.9,0,1010,268.16,124.75,137.33,6355.29,0,5,182.08
Bang Kapi,2/2/2025,0:00,26.1,68,15.1,0,1009,170.38,93.22,70.57,3231.05,0,5,121.62
Bang Kapi,2/2/2025,1:00,25.9,68,12.6,0,1008,145.79,81.57,65.8,2696.99,0,5,101.55
Bang Kapi,2/2/2025,2:00,25.7,68,10.8,0,1008,134.59,77.46,61.04,2349.85,0.01,5,93.32
Bang Kapi,2/2/2025,3:00,25.4,70,9,0,1008,135.19,76.77,58.65,2243.04,0.01,5,93.2
Bang Kapi,2/2/2025,4:00,25.1,73,8.6,0,1008,144.16,76.77,59.13,2296.45,0,5,97.5
Bang Kapi,2/2/2025,5:00,24.9,74,7.6,0,1008,158.45,78.14,55.31,2510.07,0,5,105.06
Bang Kapi,2/2/2025,6:00,24.7,76,9,0,1008,182.81,78.83,52.45,3097.53,0,5,121.83
Bang Kapi,2/2/2025,7:00,24.6,76,7.9,0,1009,233.68,82.94,58.17,4859.92,0,5,160.66
Bang Kapi,2/2/2025,8:00,25.9,70,11.5,0,1010,270.36,84.31,61.99,7370,0.11,5,188.37
Bang Kapi,2/2/2025,9:00,27.7,60,13.3,0,1011,282.28,87.74,69.62,8651.73,1.02,5,193.07
Bang Kapi,2/2/2025,10:00,29.6,51,13,0,1011,307.67,131.61,87.74,8972.17,5.72,5,204.31
Bang Kapi,2/2/2025,11:00,31.3,43,13.3,0,1010,328.49,135.72,100.14,3738.4,208.85,5,246.88
Bang Kapi,2/2/2025,12:00,32.3,39,14.8,0,1009,362.82,65.8,84.88,3017.43,377.66,5,300.66
Bang Kapi,2/2/2025,13:00,33.2,35,14.4,0,1008,381.41,43.87,85.83,2990.72,446.32,5,322.25
Bang Kapi,2/2/2025,14:00,33.8,32,15.8,0,1007,374.73,42.16,86.78,3044.13,452.04,5,318.96
Bang Kapi,2/2/2025,15:00,33.8,30,15.5,0,1006,347.65,47.3,85.83,2937.32,411.99,5,293.76
Bang Kapi,2/2/2025,16:00,33.6,29,14,0,1005,303.96,52.78,80.11,2723.69,349.04,5,252.34
Bang Kapi,2/2/2025,17:00,32.9,30,13.3,0,1005,267.93,109.67,94.41,3364.56,205.99,5,210.14
Bang Kapi,2/2/2025,18:00,31.4,34,13.3,0,1005,233.83,171.36,108.72,4112.24,59.37,5,172.58
Bang Kapi,2/2/2025,19:00,29.6,43,12.2,0,1006,197.2,156.28,103.95,4112.24,1.56,5,138.54
Bang Kapi,2/2/2025,20:00,28.8,47,12.2,0,1007,179.49,113.79,92.51,4005.43,0,5,123.43
Bang Kapi,2/2/2025,21:00,27.8,56,16.9,0,1008,176.49,93.22,83.92,4112.24,0,5,122.52
Bang Kapi,2/2/2025,22:00,27.1,65,18,0,1008,178.62,85.68,77.25,4058.84,0,5,127.23
Bang Kapi,2/2/2025,23:00,26.6,70,18.4,0,1008,171.47,80.88,68.66,3791.81,0,5,124.06
Bang Kapi,1/2/2025,0:00,26,62,14.8,0,1009,293.86,159.03,91.55,6942.75,0,5,216.08
Bang Kapi,1/2/2025,1:00,25.8,59,11.2,0,1009,238.15,131.61,73.43,5500.79,0,5,175.09
Bang Kapi,1/2/2025,2:00,25.6,57,6.5,0,1008,181.55,106.93,63.9,3631.59,0,5,131.47
Bang Kapi,1/2/2025,3:00,25.4,58,7.6,0,1007,160.53,90.48,54.36,2937.32,0,5,115.08
Bang Kapi,1/2/2025,4:00,25.1,61,9,0,1007,163.47,85,55.31,2803.8,0,5,115.65
Bang Kapi,1/2/2025,5:00,24.9,64,6.8,0,1008,185.27,84.31,58.17,3177.64,0,5,130.43
Bang Kapi,1/2/2025,6:00,24.8,66,6.5,0,1009,224.58,87.05,59.6,4112.24,0,5,159.58
Bang Kapi,1/2/2025,7:00,24.7,68,6.8,0,1010,292.58,95.96,64.85,6462.1,0,5,213.77
Bang Kapi,1/2/2025,8:00,25.7,64,8.3,0,1010,361.71,106.93,72.48,10147.09,0.17,5,269.21
Bang Kapi,1/2/2025,9:00,27.3,56,10.8,0,1011,410.49,122.01,87.74,13244.63,1.26,5,306.09
Bang Kapi,1/2/2025,10:00,29.2,47,12.2,0,1012,477.2,208.38,116.35,15380.86,4.83,5,358.91
Bang Kapi,1/2/2025,11:00,30.8,41,13.7,0,1011,440.5,200.15,164.03,5340.58,266.08,5,351.3
Bang Kapi,1/2/2025,12:00,31.8,37,14,0,1010,437.39,69.23,114.44,3631.59,463.49,5,372.79
Bang Kapi,1/2/2025,13:00,32.5,34,15.1,0,1009,452.2,34.96,100.14,3257.75,514.98,5,386.74
Bang Kapi,1/2/2025,14:00,32.9,32,15.1,0,1007,408.53,34.62,90.6,2964.02,469.21,5,345.96
Bang Kapi,1/2/2025,15:00,33,32,16.2,0,1006,361.51,41.47,83.92,2777.1,417.71,5,301.36
Bang Kapi,1/2/2025,16:00,32.6,31,16.2,0,1006,315.1,46.61,75.34,2563.48,354.77,5,255.87
Bang Kapi,1/2/2025,17:00,31.6,33,16.9,0,1006,305.52,101.45,94.41,3231.05,246.05,5,236.41
Bang Kapi,1/2/2025,18:00,30.1,38,14,0,1007,323.25,164.51,121.12,4325.87,130.18,5,245.52
Bang Kapi,1/2/2025,19:00,28.8,45,11.9,0,1007,309.94,174.11,121.12,4539.49,60.08,5,237.44
Bang Kapi,1/2/2025,20:00,28,51,13.7,0,1008,286.94,164.51,107.77,4325.87,25.75,5,218.62
Bang Kapi,1/2/2025,21:00,27.5,54,13.3,0,1009,265.12,154.91,98.23,4219.06,4.65,5,199.99
Bang Kapi,1/2/2025,22:00,27.1,58,16.6,0,1009,241.78,135.72,90.6,4058.84,0.22,5,179.9
Bang Kapi,1/2/2025,23:00,26.6,64,15.8,0,1009,208.88,113.79,81.06,3738.4,0.01,5,153.01
Bang Kapi,31/1/2025,0:00,26.5,48,6.5,0,1011,441.63,180.96,158.31,12069.7,0,5,308.39
Bang Kapi,31/1/2025,1:00,25.9,52,5.8,0,1010,441.94,165.88,137.33,11856.08,0,5,303.14
Bang Kapi,31/1/2025,2:00,25.4,54,5.8,0,1010,451.23,157.65,120.16,11535.64,0,5,308.74
Bang Kapi,31/1/2025,3:00,25,55,3.6,0,1009,470.04,153.54,108.72,11535.64,0,5,322
Bang Kapi,31/1/2025,4:00,24.5,52,5,0,1010,474.35,143.95,96.32,11001.59,0,5,320.75
Bang Kapi,31/1/2025,5:00,24.2,52,5.4,0,1010,451.98,127.49,86.78,9933.47,0,5,298.4
Bang Kapi,31/1/2025,6:00,23.9,51,4.7,0,1011,435.99,115.16,84.88,9292.6,0,5,282.4
Bang Kapi,31/1/2025,7:00,23.8,51,4.3,0,1011,457.55,109.67,92.51,10253.91,0,5,298.35
Bang Kapi,31/1/2025,8:00,24.8,47,4.3,0,1012,439.91,95.96,94.41,11322.02,0.23,5,280.71
Bang Kapi,31/1/2025,9:00,26.4,42,5.4,0,1013,414.13,97.33,101.09,11856.08,1.94,5,256.78
Bang Kapi,31/1/2025,10:00,28.3,38,5,0,1014,440.14,180.96,122.07,12069.7,9.03,5,275.32
Bang Kapi,31/1/2025,11:00,30,33,5,0,1013,331.42,169.99,119.21,4379.27,188.83,5,221.11
Bang Kapi,31/1/2025,12:00,31.5,30,4.3,0,1012,291.44,87.74,90.6,3070.83,331.88,5,219.33
Bang Kapi,31/1/2025,13:00,32.7,27,3.6,0,1010,288.05,55.52,77.25,2643.59,411.99,5,224.37
Bang Kapi,31/1/2025,14:00,33.3,26,4,0,1008,296.9,50.04,79.15,2643.59,434.88,5,236.51
Bang Kapi,31/1/2025,15:00,33.5,26,5.4,0,1007,315.11,54.15,85.83,2803.8,446.32,5,253.36
Bang Kapi,31/1/2025,16:00,33.5,26,5.8,0,1006,303.73,58.95,84.88,2830.51,406.27,5,241.07
Bang Kapi,31/1/2025,17:00,32.9,27,8.3,0,1006,330.75,132.98,111.58,4165.65,291.82,5,255.99
Bang Kapi,31/1/2025,18:00,31.2,33,14,0,1007,397.31,244.02,150.68,6462.1,140.19,5,306.62
Bang Kapi,31/1/2025,19:00,29.2,41,16.2,0,1008,433.77,315.31,171.66,7904.05,31.47,5,336.29
Bang Kapi,31/1/2025,20:00,28.3,44,13.7,0,1009,425.54,320.79,164.03,8544.92,0.15,5,326.76
Bang Kapi,31/1/2025,21:00,27.9,47,14.4,0,1010,413.89,296.12,144.96,8972.17,0,5,314.73
Bang Kapi,31/1/2025,22:00,27.2,53,15.5,0,1010,398.39,254.99,129.7,8972.17,0,5,299.8
Bang Kapi,31/1/2025,23:00,26.6,58,16.2,0,1010,355.18,200.15,110.63,8224.49,0,5,263.69
Bang Khae,6/2/2025,0:00,26.9,72,17.3,0,1010,119.67,47.98,29.8,1482.01,60.8,5,88.24
Bang Khae,6/2/2025,1:00,26.7,72,14.8,0,1009,119.89,43.87,27.9,1401.9,67.95,5,89.31
Bang Khae,6/2/2025,2:00,26.5,74,13,0,1009,113.99,41.81,22.89,1335.14,53.64,5,83.4
Bang Khae,6/2/2025,3:00,26.3,76,13,0,1009,114.95,47.98,20.98,1428.6,30.76,5,82.55
Bang Khae,6/2/2025,4:00,26.2,76,11.9,0,1008,123.55,59.63,24.32,1642.23,10.01,5,87.08
Bang Khae,6/2/2025,5:00,26,77,10.8,0,1009,140.33,69.92,31.95,2029.42,0.5,5,97.8
Bang Khae,6/2/2025,6:00,25.9,77,10.4,0,1009,169.29,78.83,44.35,2696.99,0,5,119.29
Bang Khae,6/2/2025,7:00,25.7,78,10.4,0,1010,236.82,95.96,70.57,4379.27,0,5,171.33
Bang Khae,6/2/2025,8:00,26.7,72,12.2,0,1011,363.01,124.75,111.58,7904.05,0.14,5,266.35
Bang Khae,6/2/2025,9:00,28.5,61,12.6,0,1012,439.57,152.17,137.33,10467.53,1.36,5,315.24
Bang Khae,6/2/2025,10:00,30.3,52,12.6,0,1012,439.17,216.6,158.31,9826.66,8.85,5,299.35
Bang Khae,6/2/2025,11:00,31.7,46,13.7,0,1011,174.24,111.04,72.48,2803.8,111.58,5,120.26
Bang Khae,6/2/2025,12:00,32.7,42,13.3,0,1010,115.58,45.93,42.44,1628.88,185.97,5,86.75
Bang Khae,6/2/2025,13:00,33.6,38,14.4,0,1009,110.17,32.22,38.62,1468.66,220.3,5,85.66
Bang Khae,6/2/2025,14:00,33.9,37,16.6,0,1007,101.71,24.33,33.38,1308.44,223.16,5,80.27
Bang Khae,6/2/2025,15:00,33.9,37,19.4,0,1006,92.71,21.25,29.09,1188.28,214.58,5,73.87
Bang Khae,6/2/2025,16:00,33.1,38,19.4,0,1006,86.66,21.25,27.18,1148.22,200.27,5,68.8
Bang Khae,6/2/2025,17:00,32.2,41,17.3,0,1006,91.06,49.35,38.15,1548.77,141.62,4,68.38
Bang Khae,6/2/2025,18:00,30.4,49,16.9,0,1006,95.07,81.57,49.11,2056.12,51.5,4,63.93
Bang Khae,6/2/2025,19:00,29.2,56,15.5,0,1007,91.55,81.57,47.68,2082.82,4.43,4,55.61
Bang Khae,6/2/2025,20:00,28,65,21.2,0,1008,93.8,67.17,50.07,2136.23,0.02,4,55.92
Bang Khae,6/2/2025,21:00,27.5,70,22.3,0,1009,95.46,60.32,50.07,2109.53,0,4,58.39
Bang Khae,6/2/2025,22:00,27.3,70,20.2,0,1009,91.69,54.15,43.87,1895.91,0,4,56.75
Bang Khae,6/2/2025,23:00,27,72,19.4,0,1010,83.79,48.67,37.67,1655.58,0.02,4,52.07
Bang Khae,5/2/2025,0:00,27.1,71,16.6,0,1010,310.17,148.06,64.85,6195.07,0,5,214.77
Bang Khae,5/2/2025,1:00,26.7,74,14.4,0,1010,329.53,149.43,70.57,6408.69,0,5,228.16
Bang Khae,5/2/2025,2:00,26.5,75,10.1,0,1010,338.39,146.69,70.57,6355.29,0,5,235.57
Bang Khae,5/2/2025,3:00,26.4,75,7.9,0,1009,337.02,142.57,68.67,6141.66,0,5,236.33
Bang Khae,5/2/2025,4:00,26.2,75,7.9,0,1009,333.83,143.95,70.57,5928.04,0,5,234.12
Bang Khae,5/2/2025,5:00,26,76,7.9,0,1009,326.25,145.32,73.43,5661.01,0,5,226.52
Bang Khae,5/2/2025,6:00,25.9,77,6.8,0,1010,322.57,143.95,81.06,5447.39,0,5,219.47
Bang Khae,5/2/2025,7:00,25.9,78,7.6,0,1011,337.22,146.69,105.86,5767.82,0,5,223.16
Bang Khae,5/2/2025,8:00,26.7,73,14,0,1012,355.37,157.65,162.13,6355.29,0.6,5,225.2
Bang Khae,5/2/2025,9:00,27.8,63,15.8,0,1012,361.69,165.88,173.57,6835.94,5.45,5,231.25
Bang Khae,5/2/2025,10:00,29.3,48,16.2,0,1013,383.7,219.35,179.29,6622.31,32.9,5,259.56
Bang Khae,5/2/2025,11:00,30.8,39,14.4,0,1012,187.19,84.31,68.67,2483.37,157.36,5,144.71
Bang Khae,5/2/2025,12:00,32.3,34,12.2,0,1011,147.06,41.13,46.25,1695.63,223.16,5,120.04
Bang Khae,5/2/2025,13:00,33.4,31,9.4,0,1009,150.94,33.93,44.82,1642.23,263.21,5,123.74
Bang Khae,5/2/2025,14:00,34.3,29,9.4,0,1008,149.63,32.22,44.35,1615.52,274.66,5,121.54
Bang Khae,5/2/2025,15:00,34.5,29,12.2,0,1007,150.86,38.04,47.21,1682.28,257.49,5,120.69
Bang Khae,5/2/2025,16:00,34.1,30,15.8,0,1006,148.89,44.55,49.59,1735.69,231.74,5,116.86
Bang Khae,5/2/2025,17:00,33.1,34,17.3,0,1006,156.56,75.4,61.99,2216.34,170.23,5,118.45
Bang Khae,5/2/2025,18:00,31.5,38,15.1,0,1007,169.68,109.67,73.43,2883.91,95.84,5,125.39
Bang Khae,5/2/2025,19:00,30.5,41,11.9,0,1007,170.33,116.53,73.43,3070.83,45.42,5,123.49
Bang Khae,5/2/2025,20:00,29.3,52,18,0,1008,162.75,116.53,74.39,2990.72,17.7,5,115.78
Bang Khae,5/2/2025,21:00,27.6,69,22,0,1009,143.58,97.33,63.9,2590.18,5.63,5,99.39
Bang Khae,5/2/2025,22:00,27.3,71,20.5,0,1009,124.39,74.71,47.21,2029.42,9.74,5,84.78
Bang Khae,5/2/2025,23:00,27.1,72,18.7,0,1009,116.48,57.58,34.81,1642.23,34.69,5,82.14
Bang Khae,4/2/2025,0:00,27.1,66,15.5,0,1010,138.44,50.72,31.95,2563.48,0,5,92.84
Bang Khae,4/2/2025,1:00,26.8,69,15.1,0,1009,134.13,54.15,35.29,2563.48,0,5,92.41
Bang Khae,4/2/2025,2:00,26.5,71,14,0,1009,125.54,55.52,38.62,2323.15,0,5,87.18
Bang Khae,4/2/2025,3:00,26.2,74,14.4,0,1009,113.85,54.15,40.05,1976.01,0,5,78.52
Bang Khae,4/2/2025,4:00,26.1,76,13,0,1009,110.3,54.15,45.3,1815.8,0,4,74.33
Bang Khae,4/2/2025,5:00,25.9,77,11.9,0,1010,118.2,57.58,56.27,1976.01,0,5,77.9
Bang Khae,4/2/2025,6:00,25.7,77,9.7,0,1011,149.1,68.55,76.29,2616.88,0,5,97.55
Bang Khae,4/2/2025,7:00,25.5,73,9.7,0,1012,211.83,84.31,107.77,3898.62,0,5,137.92
Bang Khae,4/2/2025,8:00,26.1,66,13,0,1013,288.37,90.48,139.24,5714.42,0.16,5,179.4
Bang Khae,4/2/2025,9:00,27.4,60,14.8,0,1014,301.31,90.48,143.05,6355.29,1.12,5,180.15
Bang Khae,4/2/2025,10:00,29.1,48,14,0,1014,278.86,116.53,143.05,5928.04,3,5,175.58
Bang Khae,4/2/2025,11:00,30.6,39,13.3,0,1014,187.9,124.75,95.37,3631.59,20.92,5,129.64
Bang Khae,4/2/2025,12:00,31.9,35,12.6,0,1013,133.31,87.05,68.67,2296.45,92.98,5,96.5
Bang Khae,4/2/2025,13:00,32.9,31,11.9,0,1011,129.62,57.58,60.08,1922.61,183.11,5,98.94
Bang Khae,4/2/2025,14:00,33.7,29,10.1,0,1010,111.21,36.67,43.39,1522.06,214.58,5,87.2
Bang Khae,4/2/2025,15:00,34.2,28,9,0,1008,100.58,40.44,41.96,1482.01,188.83,5,78.94
Bang Khae,4/2/2025,16:00,34.4,28,7.9,0,1007,98.08,49.35,43.87,1548.77,160.22,5,75.71
Bang Khae,4/2/2025,17:00,34.1,28,7.9,0,1007,108.88,79.51,58.65,1976.01,113.01,5,81.14
Bang Khae,4/2/2025,18:00,33.3,29,7.2,0,1008,123.74,117.9,79.16,2590.18,61.51,5,90.42
Bang Khae,4/2/2025,19:00,31.9,34,7.2,0,1008,129.19,134.35,88.69,2910.61,25.75,5,94.05
Bang Khae,4/2/2025,20:00,30.3,41,11.5,0,1009,150.87,150.8,93.46,3631.59,1.77,5,112.52
Bang Khae,4/2/2025,21:00,29.1,47,10.8,0,1010,204.12,164.51,99.18,4913.33,0,5,151.36
Bang Khae,4/2/2025,22:00,28.6,49,10.8,0,1010,256.44,167.25,88.69,5767.82,0,5,183.7
Bang Khae,4/2/2025,23:00,28.2,53,10.8,0,1010,289.19,154.91,70.57,5981.45,0,5,201.49
Bang Khae,3/2/2025,0:00,26.4,65,14.8,0,1008,56.8,10.88,3.99,600.81,46.49,3,46.34
Bang Khae,3/2/2025,1:00,26.1,68,13.7,0,1008,58.4,12.34,5.13,614.17,42.2,3,46.87
Bang Khae,3/2/2025,2:00,25.8,70,13.7,0,1008,59.44,12.51,5.78,614.17,41.48,3,46.94
Bang Khae,3/2/2025,3:00,25.6,74,12.6,0,1007,57.75,12.34,6.14,594.14,45.06,3,45.49
Bang Khae,3/2/2025,4:00,25.4,75,11.2,0,1007,57.39,13.02,6.79,594.14,47.92,3,44.65
Bang Khae,3/2/2025,5:00,25.2,76,10.4,0,1008,60.26,16.11,7.87,634.19,43.99,3,45.09
Bang Khae,3/2/2025,6:00,25.1,77,11.2,0,1008,67.02,24.33,9.78,761.03,34.33,3,47.76
Bang Khae,3/2/2025,7:00,25,77,11.9,0,1009,82.49,47.98,14.19,1188.28,13.23,4,56.08
Bang Khae,3/2/2025,8:00,26.3,71,14.8,0,1010,104.39,67.86,20.5,2029.42,1.99,4,67.89
Bang Khae,3/2/2025,9:00,28.2,61,15.5,0,1011,110.27,62.38,22.65,2349.85,10.19,4,70.52
Bang Khae,3/2/2025,10:00,29.9,54,14.4,0,1012,104.68,57.58,24.32,1949.31,37.91,4,66.3
Bang Khae,3/2/2025,11:00,31.3,47,14.8,0,1011,77.48,26.39,19.79,921.25,107.29,4,53
Bang Khae,3/2/2025,12:00,32,43,15.5,0,1010,73.15,14.74,15.5,754.36,147.34,4,54.18
Bang Khae,3/2/2025,13:00,33.2,37,13.3,0,1009,74.68,10.37,13.83,720.98,170.23,4,57.87
Bang Khae,3/2/2025,14:00,34.2,32,12.6,0,1007,81.36,8.05,12.4,707.63,183.11,5,64.93
Bang Khae,3/2/2025,15:00,34.6,30,13.3,0,1006,89.05,8.4,13.35,754.36,191.69,5,71.26
Bang Khae,3/2/2025,16:00,34.4,30,13,0,1006,95.82,9.77,15.5,827.79,197.41,5,76.83
Bang Khae,3/2/2025,17:00,33.7,32,13.3,0,1006,85.51,23.65,14.19,1001.36,125.89,4,66.03
Bang Khae,3/2/2025,18:00,31.9,37,15.1,0,1007,72.4,38.39,12.28,1134.87,49.35,4,53.15
Bang Khae,3/2/2025,19:00,29.8,46,15.1,0,1007,69.22,41.81,11.56,1148.22,20.21,3,49.14
Bang Khae,3/2/2025,20:00,29,51,14.8,0,1008,74.98,45.24,12.76,1255.04,6.79,4,52.07
Bang Khae,3/2/2025,21:00,28.4,54,15.5,0,1009,82.21,43.18,12.87,1335.14,1.36,4,56.37
Bang Khae,3/2/2025,22:00,27.8,58,16.6,0,1010,85.99,38.04,12.16,1335.14,0.66,4,58.53
Bang Khae,3/2/2025,23:00,27.3,62,16.9,0,1010,82.62,34.96,10.97,1255.04,0.76,4,56.46
Bang Khae,2/2/2025,0:00,26.1,68,15.1,0,1009,60.28,14.74,4.95,694.27,71.53,3,47.29
Bang Khae,2/2/2025,1:00,25.9,68,12.6,0,1008,59.97,13.54,5.13,667.57,70.81,3,47.33
Bang Khae,2/2/2025,2:00,25.7,68,10.8,0,1008,61.75,12.85,5.3,660.9,68.66,3,48.51
Bang Khae,2/2/2025,3:00,25.4,70,9,0,1008,62.94,14.05,5.72,674.25,65.09,3,49.33
Bang Khae,2/2/2025,4:00,25.1,73,8.6,0,1008,63.29,15.94,6.62,687.6,64.37,3,49.63
Bang Khae,2/2/2025,5:00,24.9,74,7.6,0,1008,66.4,20.56,9.89,747.68,62.23,4,51.2
Bang Khae,2/2/2025,6:00,24.7,76,9,0,1008,76.09,31.87,15.97,921.25,52.93,4,56.39
Bang Khae,2/2/2025,7:00,24.6,76,7.9,0,1009,102.07,65.8,27.66,1548.77,20.38,4,73.27
Bang Khae,2/2/2025,8:00,25.9,70,11.5,0,1010,146.86,93.22,47.68,2990.72,1.1,5,102.96
Bang Khae,2/2/2025,9:00,27.7,60,13.3,0,1011,183.59,108.3,60.56,4272.46,6.88,5,126.52
Bang Khae,2/2/2025,10:00,29.6,51,13,0,1011,200.71,135.72,57.7,4325.87,33.62,5,137.62
Bang Khae,2/2/2025,11:00,31.3,43,13.3,0,1010,178.56,32.9,27.89,1441.96,208.85,5,140.84
Bang Khae,2/2/2025,12:00,32.3,39,14.8,0,1009,173.67,10.62,19.79,1148.22,257.49,5,143.47
Bang Khae,2/2/2025,13:00,33.2,35,14.4,0,1008,163.74,7.54,18.12,1054.76,260.35,5,135.82
Bang Khae,2/2/2025,14:00,33.8,32,15.8,0,1007,148.18,6.77,15.26,961.3,246.05,5,122.6
Bang Khae,2/2/2025,15:00,33.8,30,15.5,0,1006,141.35,7.11,13.35,894.55,228.88,5,116.6
Bang Khae,2/2/2025,16:00,33.6,29,14,0,1005,143.09,7.71,12.52,881.2,217.44,5,118.48
Bang Khae,2/2/2025,17:00,32.9,30,13.3,0,1005,110.11,18.51,11.21,947.95,145.91,5,90.5
Bang Khae,2/2/2025,18:00,31.4,34,13.3,0,1005,75.31,28.1,9.54,947.95,80.11,4,61.23
Bang Khae,2/2/2025,19:00,29.6,43,12.2,0,1006,64.6,28.1,7.99,854.49,61.51,4,52.38
Bang Khae,2/2/2025,20:00,28.8,47,12.2,0,1007,63.95,24.68,7.27,781.06,57.94,4,51.8
Bang Khae,2/2/2025,21:00,27.8,56,16.9,0,1008,62.89,19.02,6.02,687.6,56.51,4,51.04
Bang Khae,2/2/2025,22:00,27.1,65,18,0,1008,61.15,13.88,4.83,627.52,54.36,3,49.62
Bang Khae,2/2/2025,23:00,26.6,70,18.4,0,1008,58.34,11.14,4.17,600.81,52.93,3,47.53
Bang Khae,1/2/2025,0:00,26,62,14.8,0,1009,76.98,38.04,9.3,1108.17,58.65,4,58.03
Bang Khae,1/2/2025,1:00,25.8,59,11.2,0,1009,72.09,25.36,7.21,881.2,64.37,4,54.93
Bang Khae,1/2/2025,2:00,25.6,57,6.5,0,1008,69.09,15.59,5.9,720.98,68.66,4,53.5
Bang Khae,1/2/2025,3:00,25.4,58,7.6,0,1007,70.43,15.25,6.26,720.98,62.94,4,54.49
Bang Khae,1/2/2025,4:00,25.1,61,9,0,1007,72.64,17.82,7.63,754.36,57.94,4,55.74
Bang Khae,1/2/2025,5:00,24.9,64,6.8,0,1008,77.65,23.65,11.8,841.14,54.36,4,58.28
Bang Khae,1/2/2025,6:00,24.8,66,6.5,0,1009,88.2,35.3,17.88,1028.06,41.48,4,63.67
Bang Khae,1/2/2025,7:00,24.7,68,6.8,0,1010,110.95,61.69,28.13,1575.47,10.64,5,77.33
Bang Khae,1/2/2025,8:00,25.7,64,8.3,0,1010,149.74,78.14,51.5,2937.32,1.02,5,103.61
Bang Khae,1/2/2025,9:00,27.3,56,10.8,0,1011,191.78,97.33,76.29,4379.27,6.44,5,134
