District,Date(D_M_YYYY),Time(Hour_of_a_day),Temperature(Celsius),Humidity(Percentage),WindSpeed(KM/H),Precipitation(Millimeters),AtmosphericPressure(Millibars),PM10(ug/m3),NO2(ug/m3),SO2(ug/m3),CO(ug/m3),O3(ug/m3),AQI(Index/Level),PM2_5(ug/m3)
Khlong Toei,2/2/2025,1:00,25.9,68,12.6,0,1008,145.79,81.57,65.8,2696.99,0,5,101.55
Khlong Toei,2/2/2025,2:00,25.7,68,10.8,0,1008,134.59,77.46,61.04,2349.85,0.01,5,93.32
Khlong Toei,2/2/2025,3:00,25.4,70,9,0,1008,135.19,76.77,58.65,2243.04,0.01,5,93.2
Khlong Toei,2/2/2025,4:00,25.1,73,8.6,0,1008,144.16,76.77,59.13,2296.45,0,5,97.5
Khlong Toei,2/2/2025,5:00,24.9,74,7.6,0,1008,158.45,78.14,55.31,2510.07,0,5,105.06
Khlong Toei,2/2/2025,6:00,24.7,76,9,0,1008,182.81,78.83,52.45,3097.53,0,5,121.83
Khlong Toei,2/2/2025,7:00,24.6,76,7.9,0,1009,233.68,82.94,58.17,4859.92,0,5,160.66
Khlong Toei,2/2/2025,8:00,25.9,70,11.5,0,1010,270.36,84.31,61.99,7370,0.11,5,188.37
Khlong Toei,2/2/2025,9:00,27.7,60,13.3,0,1011,282.28,87.74,69.62,8651.73,1.02,5,193.07
Khlong Toei,2/2/2025,10:00,29.6,51,13,0,1011,307.67,131.61,87.74,8972.17,5.72,5,204.31
Khlong Toei,2/2/2025,11:00,31.3,43,13.3,0,1010,328.49,135.72,100.14,3738.4,208.85,5,246.88
Khlong Toei,2/2/2025,12:00,32.3,39,14.8,0,1009,362.82,65.8,84.88,3017.43,377.66,5,300.66
Khlong Toei,2/2/2025,13:00,33.2,35,14.4,0,1008,381.41,43.87,85.83,2990.72,446.32,5,322.25
Khlong Toei,2/2/2025,14:00,33.8,32,15.8,0,1007,374.73,42.16,86.78,3044.13,452.04,5,318.96
Khlong Toei,2/2/2025,15:00,33.8,30,15.5,0,1006,347.65,47.3,85.83,2937.32,411.99,5,293.76
Khlong Toei,2/2/2025,16:00,33.6,29,14,0,1005,303.96,52.78,80.11,2723.69,349.04,5,252.34
Khlong Toei,2/2/2025,17:00,32.9,30,13.3,0,1005,267.93,109.67,94.41,3364.56,205.99,5,210.14
Khlong Toei,2/2/2025,18:00,31.4,34,13.3,0,1005,233.83,171.36,108.72,4112.24,59.37,5,172.58
Khlong Toei,2/2/2025,19:00,29.6,43,12.2,0,1006,197.2,156.28,103.95,4112.24,1.56,5,138.54
Khlong Toei,2/2/2025,20:00,28.8,47,12.2,0,1007,179.49,113.79,92.51,4005.43,0,5,123.43
Khlong Toei,2/2/2025,21:00,27.8,56,16.9,0,1008,176.49,93.22,83.92,4112.24,0,5,122.52
Khlong Toei,2/2/2025,22:00,27.1,65,18,0,1008,178.62,85.68,77.25,4058.84,0,5,127.23
Khlong Toei,2/2/2025,23:00,26.6,70,18.4,0,1008,171.47,80.88,68.66,3791.81,0,5,124.06
Khlong Toei,1/2/2025,0:00,26,62,14.8,0,1009,293.86,159.03,91.55,6942.75,0,5,216.08
Khlong Toei,1/2/2025,1:00,25.8,59,11.2,0,1009,238.15,131.61,73.43,5500.79,0,5,175.09
Khlong Toei,1/2/2025,2:00,25.6,57,6.5,0,1008,181.55,106.93,63.9,3631.59,0,5,131.47
Khlong Toei,1/2/2025,3:00,25.4,58,7.6,0,1007,160.53,90.48,54.36,2937.32,0,5,115.08
Khlong Toei,1/2/2025,4:00,25.1,61,9,0,1007,163.47,85,55.31,2803.8,0,5,115.65
Khlong Toei,1/2/2025,5:00,24.9,64,6.8,0,1008,185.27,84.31,58.17,3177.64,0,5,130.43
Khlong Toei,1/2/2025,6:00,24.8,66,6.5,0,1009,224.58,87.05,59.6,4112.24,0,5,159.58
Khlong Toei,1/2/2025,7:00,24.7,68,6.8,0,1010,292.58,95.96,64.85,6462.1,0,5,213.77
Khlong Toei,1/2/2025,8:00,25.7,64,8.3,0,1010,361.71,106.93,72.48,10147.09,0.17,5,269.21
Khlong Toei,1/2/2025,9:00,27.3,56,10.8,0,1011,410.49,122.01,87.74,13244.63,1.26,5,306.09
Khlong Toei,1/2/2025,10:00,29.2,47,12.2,0,1012,477.2,208.38,116.35,15380.86,4.83,5,358.91
Khlong Toei,1/2/2025,11:00,30.8,41,13.7,0,1011,440.5,200.15,164.03,5340.58,266.08,5,351.3
Khlong Toei,1/2/2025,12:00,31.8,37,14,0,1010,437.39,69.23,114.44,3631.59,463.49,5,372.79
Khlong Toei,1/2/2025,13:00,32.5,34,15.1,0,1009,452.2,34.96,100.14,3257.75,514.98,5,386.74
Khlong Toei,1/2/2025,14:00,32.9,32,15.1,0,1007,408.53,34.62,90.6,2964.02,469.21,5,345.96
Khlong Toei,1/2/2025,15:00,33,32,16.2,0,1006,361.51,41.47,83.92,2777.1,417.71,5,301.36
Khlong Toei,1/2/2025,16:00,32.6,31,16.2,0,1006,315.1,46.61,75.34,2563.48,354.77,5,255.87
Khlong Toei,1/2/2025,17:00,31.6,33,16.9,0,1006,305.52,101.45,94.41,3231.05,246.05,5,236.41
Khlong Toei,1/2/2025,18:00,30.1,38,14,0,1007,323.25,164.51,121.12,4325.87,130.18,5,245.52
Khlong Toei,1/2/2025,19:00,28.8,45,11.9,0,1007,309.94,174.11,121.12,4539.49,60.08,5,237.44
Khlong Toei,1/2/2025,20:00,28,51,13.7,0,1008,286.94,164.51,107.77,4325.87,25.75,5,218.62
Khlong Toei,1/2/2025,21:00,27.5,54,13.3,0,1009,265.12,154.91,98.23,4219.06,4.65,5,199.99
Khlong Toei,1/2/2025,22:00,27.1,58,16.6,0,1009,241.78,135.72,90.6,4058.84,0.22,5,179.9
Khlong Toei,1/2/2025,23:00,26.6,64,15.8,0,1009,208.88,113.79,81.06,3738.4,0.01,5,153.01
Khlong Toei,31/1/2025,0:00,26.5,48,6.5,0,1011,441.63,180.96,158.31,12069.7,0,5,308.39
Khlong Toei,31/1/2025,1:00,25.9,52,5.8,0,1010,441.94,165.88,137.33,11856.08,0,5,303.14
Khlong Toei,31/1/2025,2:00,25.4,54,5.8,0,1010,451.23,157.65,120.16,11535.64,0,5,308.74
Khlong Toei,31/1/2025,3:00,25,55,3.6,0,1009,470.04,153.54,108.72,11535.64,0,5,322
Khlong Toei,31/1/2025,4:00,24.5,52,5,0,1010,474.35,143.95,96.32,11001.59,0,5,320.75
Khlong Toei,31/1/2025,5:00,24.2,52,5.4,0,1010,451.98,127.49,86.78,9933.47,0,5,298.4
Khlong Toei,31/1/2025,6:00,23.9,51,4.7,0,1011,435.99,115.16,84.88,9292.6,0,5,282.4
Khlong Toei,31/1/2025,7:00,23.8,51,4.3,0,1011,457.55,109.67,92.51,10253.91,0,5,298.35
Khlong Toei,31/1/2025,8:00,24.8,47,4.3,0,1012,439.91,95.96,94.41,11322.02,0.23,5,280.71
Khlong Toei,31/1/2025,9:00,26.4,42,5.4,0,1013,414.13,97.33,101.09,11856.08,1.94,5,256.78
Khlong Toei,31/1/2025,10:00,28.3,38,5,0,1014,440.14,180.96,122.07,12069.7,9.03,5,275.32
Khlong Toei,31/1/2025,11:00,30,33,5,0,1013,331.42,169.99,119.21,4379.27,188.83,5,221.11
Khlong Toei,31/1/2025,12:00,31.5,30,4.3,0,1012,291.44,87.74,90.6,3070.83,331.88,5,219.33
Khlong Toei,31/1/2025,13:00,32.7,27,3.6,0,1010,288.05,55.52,77.25,2643.59,411.99,5,224.37
Khlong Toei,31/1/2025,14:00,33.3,26,4,0,1008,296.9,50.04,79.15,2643.59,434.88,5,236.51
Khlong Toei,31/1/2025,15:00,33.5,26,5.4,0,1007,315.11,54.15,85.83,2803.8,446.32,5,253.36
Khlong Toei,31/1/2025,16:00,33.5,26,5.8,0,1006,303.73,58.95,84.88,2830.51,406.27,5,241.07
Khlong Toei,31/1/2025,17:00,32.9,27,8.3,0,1006,330.75,132.98,111.58,4165.65,291.82,5,255.99
Khlong Toei,31/1/2025,18:00,31.2,33,14,0,1007,397.31,244.02,150.68,6462.1,140.19,5,306.62
Khlong Toei,31/1/2025,19:00,29.2,41,16.2,0,1008,433.77,315.31,171.66,7904.05,31.47,5,336.29
Khlong Toei,31/1/2025,20:00,28.3,44,13.7,0,1009,425.54,320.79,164.03,8544.92,0.15,5,326.76
Khlong Toei,31/1/2025,21:00,27.9,47,14.4,0,1010,413.89,296.12,144.96,8972.17,0,5,314.73
Khlong Toei,31/1/2025,22:00,27.2,53,15.5,0,1010,398.39,254.99,129.7,8972.17,0,5,299.8
Khlong Toei,31/1/2025,23:00,26.6,58,16.2,0,1010,355.18,200.15,110.63,8224.49,0,5,263.69
Lak Si,6/2/2025,0:00,26.5,70,16.6,0,1010,132.58,71.97,26.7,1762.39,13.23,5,84.25
Lak Si,6/2/2025,1:00,26.2,72,13,0,1009,125.55,54.15,20.03,1441.96,28.97,5,81.65
Lak Si,6/2/2025,2:00,25.9,74,11.2,0,1009,124.14,40.78,13.47,1241.68,36.84,5,82.47
Lak Si,6/2/2025,3:00,25.6,76,11.5,0,1009,126.4,36.67,9.66,1228.33,30.04,5,84.75
Lak Si,6/2/2025,4:00,25.3,79,11.2,0,1009,133.26,40.78,9.54,1308.44,19.67,5,89.3
Lak Si,6/2/2025,5:00,25,80,10.8,0,1009,144.79,50.72,11.68,1495.36,9.57,5,96.59
Lak Si,6/2/2025,6:00,24.7,78,10.8,0,1009,162.42,67.17,16.69,1869.2,1.43,5,109.07
Lak Si,6/2/2025,7:00,24.5,76,10.8,0,1010,207.17,87.74,28.37,2777.1,0,5,141.14
Lak Si,6/2/2025,8:00,26,69,12.2,0,1011,300.47,113.79,44.82,4806.52,0.46,5,203.38
Lak Si,6/2/2025,9:00,28.1,60,12.2,0,1012,383.08,123.38,55.79,6835.94,2.71,5,255.75
Lak Si,6/2/2025,10:00,30.2,52,12.2,0,1012,460.27,191.93,82.97,8331.3,11.8,5,306.46
Lak Si,6/2/2025,11:00,31.8,45,11.9,0,1011,285.74,128.87,83.92,3578.19,160.22,5,200.69
Lak Si,6/2/2025,12:00,33,40,11.2,0,1010,201.5,50.72,50.55,2162.93,246.05,5,152.88
Lak Si,6/2/2025,13:00,34,36,11.5,0,1008,189.34,30.5,45.3,1895.91,291.82,5,147.82
Lak Si,6/2/2025,14:00,34.6,34,12.2,0,1007,176.01,22.28,42.92,1762.39,303.27,5,139.21
Lak Si,6/2/2025,15:00,34.8,33,14,0,1006,155.96,19.02,38.62,1588.82,288.96,5,123.39
Lak Si,6/2/2025,16:00,34.5,34,16.6,0,1005,134.83,18.68,33.85,1415.25,263.21,5,106.24
Lak Si,6/2/2025,17:00,33.3,37,19.4,0,1006,119.35,29.82,30.28,1375.2,203.13,5,90.31
Lak Si,6/2/2025,18:00,31.2,44,18.4,0,1006,113.72,55.52,33.38,1562.12,117.3,5,78.44
Lak Si,6/2/2025,19:00,29.7,50,15.8,0,1007,110.75,71.97,36.72,1735.69,47.92,4,67.1
Lak Si,6/2/2025,20:00,28.5,57,18,0,1008,111.39,83.63,41.96,1895.91,10.1,4,61.6
Lak Si,6/2/2025,21:00,27.7,64,20.5,0,1009,116.05,80.2,47.68,2109.53,0.13,4,63.41
Lak Si,6/2/2025,22:00,27.2,68,19.8,0,1009,118.33,69.23,47.68,2189.64,0,4,66.57
Lak Si,6/2/2025,23:00,26.9,70,18.7,0,1009,115.94,64.43,43.87,2109.53,0,4,66.88
Lak Si,5/2/2025,0:00,26.8,65,12.2,0,1010,135.86,67.17,15.5,2376.56,0.37,5,92.05
Lak Si,5/2/2025,1:00,26.1,72,9.7,0,1010,169.38,80.2,20.74,3017.43,0,5,110.7
Lak Si,5/2/2025,2:00,25.8,76,8.3,0,1010,225.58,98.71,29.8,4005.43,0,5,142.72
Lak Si,5/2/2025,3:00,25.6,77,7.2,0,1009,287.83,113.79,39.58,4966.74,0,5,180.6
Lak Si,5/2/2025,4:00,25.4,78,6.8,0,1009,340.5,128.87,46.73,5661.01,0,5,213.97
Lak Si,5/2/2025,5:00,25.3,79,7.9,0,1009,361.23,135.72,50.55,5767.82,0,5,227.98
Lak Si,5/2/2025,6:00,25.1,80,7.2,0,1010,358.49,134.35,51.5,5447.39,0,5,224.28
Lak Si,5/2/2025,7:00,24.9,81,9.4,0,1011,347.51,131.61,57.7,5073.55,0,5,212.95
Lak Si,5/2/2025,8:00,26.1,73,15.8,0,1012,325.59,120.64,71.53,4806.52,0.87,5,188.06
Lak Si,5/2/2025,9:00,27.6,57,18.7,0,1013,302.65,113.79,69.62,4806.52,8.4,5,168.36
Lak Si,5/2/2025,10:00,29.2,44,18.7,0,1013,297.97,126.12,64.85,4272.46,55.79,5,173.81
Lak Si,5/2/2025,11:00,30.7,39,16.6,0,1012,146.54,32.56,24.56,1522.06,170.23,5,104.52
Lak Si,5/2/2025,12:00,32.1,35,13.3,0,1011,115.87,12.51,15.5,1054.76,208.86,5,91.13
Lak Si,5/2/2025,13:00,33.2,32,10.8,0,1009,118,10.37,15.74,1014.71,228.88,5,94.49
Lak Si,5/2/2025,14:00,34,29,8.6,0,1008,122.94,10.97,17.41,1054.76,240.33,5,99.22
Lak Si,5/2/2025,15:00,34.4,28,7.6,0,1007,126.57,14.4,20.27,1121.52,243.19,5,101.51
Lak Si,5/2/2025,16:00,34.4,28,7.6,0,1006,125.86,19.02,22.89,1188.28,228.88,5,99.2
Lak Si,5/2/2025,17:00,33.8,29,8.6,0,1006,130.37,31.19,27.66,1361.85,203.13,5,99.78
Lak Si,5/2/2025,18:00,32,35,10.4,0,1006,154.6,65.12,44.82,1922.61,157.36,5,112.38
Lak Si,5/2/2025,19:00,30.5,39,11.5,0,1007,194.59,100.08,66.76,2643.59,97.28,5,138.83
Lak Si,5/2/2025,20:00,29.6,44,13.7,0,1008,214.14,139.83,79.16,3311.16,40.41,5,149.9
Lak Si,5/2/2025,21:00,28.3,55,18.4,0,1009,211.18,160.4,78.2,3631.59,7.87,5,144.96
Lak Si,5/2/2025,22:00,27.3,67,19.8,0,1009,186.76,137.09,61.99,3177.64,2.24,5,125.09
Lak Si,5/2/2025,23:00,26.8,71,18.4,0,1009,154.04,97.33,40.05,2349.85,4.38,5,99.29
Lak Si,4/2/2025,0:00,26.9,64,14.4,0,1010,169.21,54.15,17.64,2269.75,0.01,5,104.46
Lak Si,4/2/2025,1:00,26.5,67,14,0,1009,171.13,56.21,23.6,2616.88,0,5,107.35
Lak Si,4/2/2025,2:00,26,71,13,0,1009,187.91,63.75,35.29,3284.45,0,5,123.98
Lak Si,4/2/2025,3:00,25.7,73,12.6,0,1009,202.45,70.6,45.3,3738.4,0,5,138.18
Lak Si,4/2/2025,4:00,25.3,75,10.8,0,1009,208.24,75.4,53.88,3845.22,0,5,143.57
Lak Si,4/2/2025,5:00,25,76,10.4,0,1010,213.76,79.51,61.99,3791.81,0,5,145.16
Lak Si,4/2/2025,6:00,24.6,75,9.4,0,1011,238.8,81.57,64.85,4112.24,0,5,159
Lak Si,4/2/2025,7:00,24.3,75,10.1,0,1012,270.49,78.14,54.84,4486.08,0,5,171.17
Lak Si,4/2/2025,8:00,25.4,68,13.3,0,1013,246.7,63.06,33.85,3898.62,0.35,5,141.11
Lak Si,4/2/2025,9:00,27.2,57,15.8,0,1014,189.56,48.67,25.51,3070.83,2.95,5,102.31
Lak Si,4/2/2025,10:00,29,46,15.1,0,1014,177.75,66.49,33.85,2964.02,11.09,5,102.55
Lak Si,4/2/2025,11:00,30.5,39,14.8,0,1014,110.14,47.98,26.23,1668.93,67.23,4,71.93
Lak Si,4/2/2025,12:00,31.8,35,14,0,1013,72.11,22.62,17.64,1041.41,118.73,3,49.51
Lak Si,4/2/2025,13:00,32.8,33,13,0,1011,65.58,13.71,13.47,854.49,147.34,4,46.84
Lak Si,4/2/2025,14:00,33.5,31,11.5,0,1010,71,12.85,12.76,854.49,161.65,4,51.68
Lak Si,4/2/2025,15:00,33.9,29,10.1,0,1008,79.08,16.28,14.54,947.95,168.8,4,57.15
Lak Si,4/2/2025,16:00,34.1,28,9,0,1007,83.35,20.56,15.74,1028.06,164.51,4,59.78
Lak Si,4/2/2025,17:00,33.8,29,9,0,1007,85.22,30.16,17.17,1161.58,140.19,4,59.78
Lak Si,4/2/2025,18:00,32.3,32,7.9,0,1008,89.65,45.93,20.98,1415.25,103,4,60.28
Lak Si,4/2/2025,19:00,30.7,35,6.1,0,1008,94.43,56.89,25.03,1615.52,73.67,4,60.65
Lak Si,4/2/2025,20:00,29.7,38,7.2,0,1009,101.87,68.55,25.99,1869.2,47.21,4,63.93
Lak Si,4/2/2025,21:00,28.7,44,10.8,0,1010,114.36,76.77,23.37,2162.93,21.99,4,70.85
Lak Si,4/2/2025,22:00,27.9,49,10.4,0,1010,119.75,71.97,18.6,2216.34,9.39,5,75.83
Lak Si,4/2/2025,23:00,27.4,52,10.1,0,1010,123.01,64.43,15.5,2136.23,3.62,5,82.42
Lak Si,3/2/2025,0:00,25.7,64,13.7,0,1008,153.27,74.03,60.56,3257.75,0,5,110.73
Lak Si,3/2/2025,1:00,25.4,68,12.2,0,1008,145.27,67.86,64.85,2830.51,0,5,102.36
Lak Si,3/2/2025,2:00,25,71,10.4,0,1008,144.51,65.8,75.34,2483.37,0,5,98.73
Lak Si,3/2/2025,3:00,24.7,74,10.4,0,1007,147.49,64.43,76.29,2376.56,0,5,97.94
Lak Si,3/2/2025,4:00,24.4,76,10.1,0,1007,152.71,63.06,74.39,2323.15,0,5,97.63
Lak Si,3/2/2025,5:00,24.2,77,9.7,0,1008,156.59,62.38,68.66,2296.45,0,5,96.26
Lak Si,3/2/2025,6:00,23.9,75,10.4,0,1008,166.52,63.06,66.76,2510.07,0,5,100.19
Lak Si,3/2/2025,7:00,23.8,75,10.8,0,1009,188.18,63.75,69.62,3364.56,0,5,114.5
Lak Si,3/2/2025,8:00,25.4,68,12.6,0,1010,205.45,63.06,69.62,4539.49,0.37,5,121.04
Lak Si,3/2/2025,9:00,27.8,58,13.7,0,1011,236.05,70.6,84.88,5287.17,2.91,5,127.62
Lak Si,3/2/2025,10:00,29.9,50,13.3,0,1012,280.48,115.16,120.16,5554.2,11,5,147.83
Lak Si,3/2/2025,11:00,31.9,42,13.3,0,1011,203.43,108.3,81.06,2803.8,104.43,5,130.18
Lak Si,3/2/2025,12:00,33.2,36,13.3,0,1010,209.39,71.97,66.76,2216.34,228.88,5,154.16
Lak Si,3/2/2025,13:00,34.3,31,11.9,0,1008,223.14,50.04,61.04,2056.12,320.43,5,170.04
Lak Si,3/2/2025,14:00,35.1,28,10.8,0,1007,223.53,47.98,61.99,2082.82,357.63,5,173.89
Lak Si,3/2/2025,15:00,35.5,27,10.4,0,1006,223.11,53.47,63.9,2162.93,351.91,5,172.07
Lak Si,3/2/2025,16:00,35.5,27,9.4,0,1005,202.44,57.58,60.56,2109.53,311.85,5,149.48
Lak Si,3/2/2025,17:00,34.9,28,10.1,0,1006,232.53,131.61,97.27,3337.86,208.85,5,161.05
Lak Si,3/2/2025,18:00,32.6,34,13.3,0,1006,290.72,249.51,150.68,5447.39,63.66,5,195.39
Lak Si,3/2/2025,19:00,30.4,41,15.1,0,1007,311.84,279.66,179.29,6835.94,0.18,5,208.64
Lak Si,3/2/2025,20:00,29.2,46,14.4,0,1008,315.84,241.28,186.92,7370,0,5,210.48
Lak Si,3/2/2025,21:00,28.3,51,14.8,0,1009,311.21,194.67,181.2,7476.81,0,5,207.53
Lak Si,3/2/2025,22:00,27.7,55,15.5,0,1009,294.5,156.28,164.03,7049.56,0,5,199.14
Lak Si,3/2/2025,23:00,27.2,58,15.1,0,1009,268.16,124.75,137.33,6355.29,0,5,182.08
Lak Si,2/2/2025,0:00,25.5,66,14,0,1009,170.38,93.22,70.57,3231.05,0,5,121.62
Lak Si,2/2/2025,1:00,25,70,11.5,0,1009,145.79,81.57,65.8,2696.99,0,5,101.55
Lak Si,2/2/2025,2:00,24.8,71,9.7,0,1008,134.59,77.46,61.04,2349.85,0.01,5,93.32
Lak Si,2/2/2025,3:00,24.6,71,8.3,0,1008,135.19,76.77,58.65,2243.04,0.01,5,93.2
Lak Si,2/2/2025,4:00,24.2,74,7.9,0,1008,144.16,76.77,59.13,2296.45,0,5,97.5
Lak Si,2/2/2025,5:00,23.9,76,8.3,0,1008,158.45,78.14,55.31,2510.07,0,5,105.06
Lak Si,2/2/2025,6:00,23.7,78,9.7,0,1008,182.81,78.83,52.45,3097.53,0,5,121.83
Lak Si,2/2/2025,7:00,23.5,79,8.6,0,1009,233.68,82.94,58.17,4859.92,0,5,160.66
Lak Si,2/2/2025,8:00,25.2,71,10.8,0,1010,270.36,84.31,61.99,7370,0.11,5,188.37
Lak Si,2/2/2025,9:00,27.5,60,13,0,1011,282.28,87.74,69.62,8651.73,1.02,5,193.07
Lak Si,2/2/2025,10:00,29.6,50,12.2,0,1011,307.67,131.61,87.74,8972.17,5.72,5,204.31
Lak Si,2/2/2025,11:00,31.5,41,12.2,0,1010,328.49,135.72,100.14,3738.4,208.85,5,246.88
Lak Si,2/2/2025,12:00,32.9,35,12.6,0,1009,362.82,65.8,84.88,3017.43,377.66,5,300.66
Lak Si,2/2/2025,13:00,33.9,31,13,0,1008,381.41,43.87,85.83,2990.72,446.32,5,322.25
Lak Si,2/2/2025,14:00,34.6,29,13.7,0,1007,374.73,42.16,86.78,3044.13,452.04,5,318.96
Lak Si,2/2/2025,15:00,34.6,28,14,0,1005,347.65,47.3,85.83,2937.32,411.99,5,293.76
Lak Si,2/2/2025,16:00,34.3,27,13.7,0,1005,303.96,52.78,80.11,2723.69,349.04,5,252.34
Lak Si,2/2/2025,17:00,33.6,28,13.3,0,1005,267.93,109.67,94.41,3364.56,205.99,5,210.14
Lak Si,2/2/2025,18:00,31.4,33,12.6,0,1005,233.83,171.36,108.72,4112.24,59.37,5,172.58
Lak Si,2/2/2025,19:00,29.6,37,11.5,0,1006,197.2,156.28,103.95,4112.24,1.56,5,138.54
Lak Si,2/2/2025,20:00,28.5,42,11.9,0,1007,179.49,113.79,92.51,4005.43,0,5,123.43
Lak Si,2/2/2025,21:00,27.5,49,13.7,0,1007,176.49,93.22,83.92,4112.24,0,5,122.52
Lak Si,2/2/2025,22:00,26.7,57,16.2,0,1008,178.62,85.68,77.25,4058.84,0,5,127.23
Lak Si,2/2/2025,23:00,26.1,66,16.9,0,1008,171.47,80.88,68.66,3791.81,0,5,124.06
Lak Si,1/2/2025,0:00,25.5,60,13,0,1009,293.86,159.03,91.55,6942.75,0,5,216.08
Lak Si,1/2/2025,1:00,24.9,63,9.4,0,1009,238.15,131.61,73.43,5500.79,0,5,175.09
Lak Si,1/2/2025,2:00,24.6,63,6.5,0,1008,181.55,106.93,63.9,3631.59,0,5,131.47
Lak Si,1/2/2025,3:00,24.5,63,7.9,0,1007,160.53,90.48,54.36,2937.32,0,5,115.08
Lak Si,1/2/2025,4:00,24.2,65,8.3,0,1007,163.47,85,55.31,2803.8,0,5,115.65
Lak Si,1/2/2025,5:00,24,68,7.2,0,1008,185.27,84.31,58.17,3177.64,0,5,130.43
Lak Si,1/2/2025,6:00,23.7,70,5.8,0,1009,224.58,87.05,59.6,4112.24,0,5,159.58
Lak Si,1/2/2025,7:00,23.6,72,7.2,0,1010,292.58,95.96,64.85,6462.1,0,5,213.77
Lak Si,1/2/2025,8:00,25.1,66,8.3,0,1011,361.71,106.93,72.48,10147.09,0.17,5,269.21
Lak Si,1/2/2025,9:00,27.1,57,10.4,0,1011,410.49,122.01,87.74,13244.63,1.26,5,306.09
Lak Si,1/2/2025,10:00,29.2,47,11.9,0,1012,477.2,208.38,116.35,15380.86,4.83,5,358.91
Lak Si,1/2/2025,11:00,30.9,40,11.9,0,1011,440.5,200.15,164.03,5340.58,266.08,5,351.3
Lak Si,1/2/2025,12:00,32.3,36,12.2,0,1010,437.39,69.23,114.44,3631.59,463.49,5,372.79
Lak Si,1/2/2025,13:00,33.2,32,12.2,0,1009,452.2,34.96,100.14,3257.75,514.98,5,386.74
Lak Si,1/2/2025,14:00,33.8,30,13,0,1007,408.53,34.62,90.6,2964.02,469.21,5,345.96
Lak Si,1/2/2025,15:00,34,30,14,0,1006,361.51,41.47,83.92,2777.1,417.71,5,301.36
Lak Si,1/2/2025,16:00,33.7,30,15.1,0,1005,315.1,46.61,75.34,2563.48,354.77,5,255.87
Lak Si,1/2/2025,17:00,32.7,32,16.9,0,1006,305.52,101.45,94.41,3231.05,246.05,5,236.41
Lak Si,1/2/2025,18:00,30.4,37,16.9,0,1006,323.25,164.51,121.12,4325.87,130.18,5,245.52
Lak Si,1/2/2025,19:00,28.8,41,13.7,0,1007,309.94,174.11,121.12,4539.49,60.08,5,237.44
Lak Si,1/2/2025,20:00,28,45,13.3,0,1008,286.94,164.51,107.77,4325.87,25.75,5,218.62
Lak Si,1/2/2025,21:00,27.3,50,13.3,0,1009,265.12,154.91,98.23,4219.06,4.65,5,199.99
Lak Si,1/2/2025,22:00,26.8,54,14,0,1009,241.78,135.72,90.6,4058.84,0.22,5,179.9
Lak Si,1/2/2025,23:00,26.2,60,15.1,0,1009,208.88,113.79,81.06,3738.4,0.01,5,153.01
Lak Si,31/1/2025,0:00,25,48,6.8,0,1011,441.63,180.96,158.31,12069.7,0,5,308.39
Lak Si,31/1/2025,1:00,24.4,51,4.7,0,1010,441.94,165.88,137.33,11856.08,0,5,303.14
Lak Si,31/1/2025,2:00,23.8,53,2.9,0,1010,451.23,157.65,120.16,11535.64,0,5,308.74
Lak Si,31/1/2025,3:00,23.2,54,1.4,0,1009,470.04,153.54,108.72,11535.64,0,5,322
Lak Si,31/1/2025,4:00,22.7,53,3.2,0,1010,474.35,143.95,96.32,11001.59,0,5,320.75
Lak Si,31/1/2025,5:00,22.3,53,2.9,0,1010,451.98,127.49,86.78,9933.47,0,5,298.4
Lak Si,31/1/2025,6:00,22.1,53,4,0,1011,435.99,115.16,84.88,9292.6,0,5,282.4
Lak Si,31/1/2025,7:00,22,54,4.7,0,1012,457.55,109.67,92.51,10253.91,0,5,298.35
Lak Si,31/1/2025,8:00,23.6,49,6.1,0,1012,439.91,95.96,94.41,11322.02,0.23,5,280.71
Lak Si,31/1/2025,9:00,25.8,44,7.6,0,1013,414.13,97.33,101.09,11856.08,1.94,5,256.78
Lak Si,31/1/2025,10:00,27.9,40,7.2,0,1014,440.14,180.96,122.07,12069.7,9.03,5,275.32
Lak Si,31/1/2025,11:00,29.7,35,7.2,0,1013,331.42,169.99,119.21,4379.27,188.83,5,221.11
Lak Si,31/1/2025,12:00,31.2,31,6.1,0,1012,291.44,87.74,90.6,3070.83,331.88,5,219.33
Lak Si,31/1/2025,13:00,32.4,29,4.7,0,1010,288.05,55.52,77.25,2643.59,411.99,5,224.37
Lak Si,31/1/2025,14:00,33.1,28,4,0,1008,296.9,50.04,79.15,2643.59,434.88,5,236.51
Lak Si,31/1/2025,15:00,33.4,27,4.3,0,1007,315.11,54.15,85.83,2803.8,446.32,5,253.36
Lak Si,31/1/2025,16:00,33.4,27,3.2,0,1006,303.73,58.95,84.88,2830.51,406.27,5,241.07
Lak Si,31/1/2025,17:00,32.9,27,3.6,0,1006,330.75,132.98,111.58,4165.65,291.82,5,255.99
Lak Si,31/1/2025,18:00,31.1,32,5.4,0,1007,397.31,244.02,150.68,6462.1,140.19,5,306.62
Lak Si,31/1/2025,19:00,29.4,36,9.7,0,1008,433.77,315.31,171.66,7904.05,31.47,5,336.29
Lak Si,31/1/2025,20:00,28.2,41,12.6,0,1008,425.54,320.79,164.03,8544.92,0.15,5,326.76
Lak Si,31/1/2025,21:00,27.6,46,13.7,0,1009,413.89,296.12,144.96,8972.17,0,5,314.73
